A,14
B,2
C,0
D,6
E,9
F,3
G,6
H,2
I,7
J,1
K,0
L,10
M,1
N,11
O,10
P,1
Q,0
R,3
S,4
T,6
U,5
V,3
W,2
X,0
Y,4
Z,0
